source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
LTA,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,16,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=3928,protein,protein,False,True,20,8,29,ligand,receptor,False,False,False,True,False,True,Baccin2019:8387891;BioGRID:8387891;CellTalkDB:8387891;DIP:2170974;DIP:8387891;HPRD:8387891;ICELLNET:7995952;InnateDB:8171323;LRdb:8387891;Lit-BM-17:1310388;Lit-BM-17:2170974;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8387891;SPIKE:12387745;connectomeDB2020:8387891,12387745;1310388;2170974;7995952;8171323;8182064;8288897;8387891,generic,generic,True,True,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01374,P19438
LTB,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,13,False,5,,,,protein,protein,False,False,9,1,13,ligand,receptor,False,False,False,True,False,True,Baccin2019:7995952;CellTalkDB:7995952;HPRD:7995952;LRdb:7995952;connectomeDB2020:7995952,7995952,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q06643,P19438
TNF,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,83,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=3912,protein,protein,False,True,29,47,44,ligand,receptor,False,False,False,True,False,True,AlzPathway:18067990;Baccin2019:10634209;Baccin2019:14743216;Baccin2019:19084540;Baccin2019:7852363;BioGRID:2170559;CancerCellMap:10634209;CancerCellMap:14743216;CellTalkDB:19084540;DIP:14743216;DIP:20080539;DIP:2158863;DIP:2170974;DIP:22801493;DIP:23955153;HPMR:7852363;HPRD:10634209;HPRD:14743216;HPRD:19084540;ICELLNET:11239407;InnateDB:11448951;InnateDB:12887920;InnateDB:14743216;InnateDB:19287455;InnateDB:2158863;InnateDB:2848815;InnateDB:7852363;IntAct:14743216;IntAct:20103630;IntAct:24070898;IntAct:25241761;IntAct:2848815;LRdb:10634209;LRdb:14743216;LRdb:19084540;LRdb:7852363;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:1310388;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:20103630;Lit-BM-17:2158863;Lit-BM-17:2170559;Lit-BM-17:2170974;Lit-BM-17:22028622;Lit-BM-17:22099304;Lit-BM-17:22675546;Lit-BM-17:23032187;Lit-BM-17:23746843;Lit-BM-17:24070898;Lit-BM-17:24726327;Lit-BM-17:24980434;Lit-BM-17:25241761;Lit-BM-17:25911380;Lit-BM-17:26186194;Lit-BM-17:26670046;Lit-BM-17:27560715;Lit-BM-17:2848815;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:1331108;Macrophage:2158863;NetPath:10634209;NetPath:15485837;NetPath:3034874;ProtMapper:21724995;SIGNOR:10634209;SIGNOR:11502070;SIGNOR:14732063;SIGNOR:17151142;SIGNOR:21133840;SIGNOR:23070005;SPIKE:10634209;SPIKE:19442713;SPIKE:2158863;connectomeDB2020:10634209;connectomeDB2020:14743216;connectomeDB2020:19084540;connectomeDB2020:7852363,10634209;11239407;11448951;11502070;12753742;12887920;1310388;1331108;14732063;14743216;15485837;17151142;18067990;19084540;19287455;19442713;20080539;20103630;21133840;2158863;2170559;2170974;21724995;22028622;22099304;22675546;22801493;23032187;23070005;23746843;23955153;24070898;24726327;24980434;25241761;25911380;26186194;26670046;27560715;2848815;3034874;7852363;8182064;8288897;8805640;9488135;9568681,generic,generic,True,True,AlzPathway;Baccin2019;BioGRID;CancerCellMap;CellChatDB;CellPhoneDB;CellPhoneDB_ICELLNET;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_ICELLNET;SIGNOR;SPIKE;STRING_talklr;Sparser_ProtMapper;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01375,P19438
TNFRSF1B,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,13,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,True,True,False,True,NetPath:15485837,15485837,generic,generic,True,True,NetPath;Wang,True,False,post_translational,P20333,P19438
IL2,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P60568,P19438
TNFSF12,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,O43508,P19438
GRN,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,3,13,False,5,,,,protein,protein,True,False,6,2,9,ligand,receptor,False,False,False,True,False,True,CellTalkDB:24070898;IntAct:24070898;Lit-BM-17:24070898;SIGNOR:21393509;connectomeDB2020:21393509,21393509;24070898,generic,generic,True,True,CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct;Lit-BM-17;MINT_CellPhoneDB;SIGNOR;connectomeDB2020,True,False,post_translational,P28799,P19438
S100B,TNFRSF1A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,1,13,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P04271,P19438
LTA,EDNRA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,14,False,0,,,,protein,protein,False,False,4,,6,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P01374,P25101
AGT,EDNRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01019,P25101
EDN1,EDNRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,16,,,,protein,protein,False,True,17,9,26,ligand,receptor,False,False,False,True,False,True,Baccin2019:6479761;Baccin2019:90829707;CellTalkDB:7647976;Guide2Pharma:7647976;HPMR:9082970;HPRD:10770212;ICELLNET:8440682;LRdb:10770212;LRdb:7647976;LRdb:9082970;Lit-BM-17:23597562;Lit-BM-17:7509919;SIGNOR:16597412;connectomeDB2020:10770212;connectomeDB2020:7647976;connectomeDB2020:9082970,10770212;16597412;23597562;6479761;7509919;7647976;8440682;9082970;90829707,generic,generic,True,False,Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05305,P25101
EDN3,EDNRA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,14,False,5,,,,protein,protein,False,False,10,1,15,ligand,receptor,False,False,False,True,False,True,Baccin2019:11982704;CellTalkDB:11982704;HPRD:11982704;LRdb:11982704;connectomeDB2020:11982704,11982704,generic,generic,True,False,Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P14138,P25101
TNC,EDNRA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P24821,P25101
NRG1,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,6,False,1,,,,protein,protein,False,False,4,1,6,ligand,receptor,False,True,True,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,True,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,Q02297,P35052
BMP2,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,6,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,True,False,True,False,True,CellTalkDB:23624389,23624389,generic,generic,True,True,CellTalkDB,True,False,post_translational,P12643,P35052
VEGFA,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,6,False,4,,,,protein,protein,False,False,8,1,12,ligand,receptor,False,True,False,True,False,True,CellTalkDB:10196157;HPRD:10196157;LRdb:10196157;connectomeDB2020:10196157,10196157,generic,generic,True,True,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P15692,P35052
SLIT1,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,6,True,6,,,,protein,protein,False,True,11,2,17,ligand,receptor,False,True,False,True,False,True,Baccin2019:1036423410364230;CellTalkDB:10364234;HPRD:10364234;LRdb:10364234;SIGNOR:10364234;connectomeDB2020:10364234,10364234;1036423410364230,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,O75093,P35052
SLIT2,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,6,True,10,,,,protein,protein,False,True,11,2,18,ligand,receptor,False,True,False,True,False,True,Baccin2019:10364234;Baccin2019:11375980;CellTalkDB:11375980;HPRD:10364234;HPRD:11375980;LRdb:10364234;LRdb:11375980;SIGNOR:10364234;connectomeDB2020:10364234;connectomeDB2020:11375980,10364234;11375980,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,O94813,P35052
LAMA1,GPC1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,6,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,True,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,True,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P25391,P35052
NRG1,ADGRL1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,8,False,1,,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,True,True,False,True,CellTalkDB:32103204,32103204,generic,generic,True,False,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,True,False,post_translational,Q02297,O94910
NRG1,LGR4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,13,False,1,,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,True,True,False,True,CellTalkDB:32103204,32103204,generic,generic,True,False,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,True,False,post_translational,Q02297,Q9BXB1
RSPO1,LGR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,9,,,,protein,protein,False,True,11,6,18,ligand,receptor,False,False,False,True,False,True,Baccin2019:2169364621693640;CellTalkDB:21693646;Guide2Pharma:21693646;LRdb:21693646;Lit-BM-17:24050775;Lit-BM-17:24165923;Lit-BM-17:24225776;Lit-BM-17:25504990;connectomeDB2020:21693646,21693646;2169364621693640;24050775;24165923;24225776;25504990,generic,generic,True,False,Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q2MKA7,Q9BXB1
RSPO3,LGR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,10,,,,protein,protein,False,True,11,4,18,ligand,receptor,False,False,False,True,False,True,Baccin2019:21693646;Baccin2019:21909076;CellTalkDB:21693646;Guide2Pharma:21693646;LRdb:21693646;LRdb:21909076;Lit-BM-17:24050775;Lit-BM-17:25504990;connectomeDB2020:21693646;connectomeDB2020:21909076,21693646;21909076;24050775;25504990,generic,generic,True,False,Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9BXY4,Q9BXB1
TNFSF11,LGR4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,13,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellTalkDB:27064449,27064449,generic,generic,True,False,CellTalkDB,True,False,post_translational,O14788,Q9BXB1
NRG1,LSR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,7,False,0,,,,protein,protein,False,False,1,,2,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,CellPhoneDB;InnateDB-All_CellPhoneDB,True,False,post_translational,Q02297,Q86X29
APOE,LSR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,7,False,0,,,,protein,protein,False,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellTalkDB,True,False,post_translational,P02649,Q86X29
APOB,LSR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,7,False,5,,,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:7615497;LRdb:7615497;Ramilowski2015:7615497;connectomeDB2020:7615497;talklr:7615497,7615497,generic,generic,True,False,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P04114,Q86X29
NRG1,NETO2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,2,False,0,,,,protein,protein,False,False,1,,2,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,CellPhoneDB;InnateDB-All_CellPhoneDB,True,False,post_translational,Q02297,Q8NC67
IL2,NGFR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,12,False,3,,,,protein,protein,False,False,7,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:1316918;HPRD:1316918;LRdb:1316918,1316918,generic,generic,True,False,CellPhoneDB;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;iTALK;talklr,True,False,post_translational,P60568,P08138
BDNF,NGFR,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,2,,,,protein,protein,False,True,10,2,15,ligand,receptor,False,False,False,True,False,True,AlzPathway:9775403;connectomeDB2020:25354496,25354496;9775403,generic,generic,True,False,AlzPathway;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P23560,P08138
NTF3,NGFR,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,3,,,,protein,protein,False,True,10,3,15,ligand,receptor,False,False,False,True,False,True,AlzPathway:9775403;CellTalkDB:20036257;connectomeDB2020:27434667,20036257;27434667;9775403,generic,generic,True,False,AlzPathway;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P20783,P08138
TTR,NGFR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,3,12,False,0,,,,protein,protein,False,False,1,,4,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;MINT_CellPhoneDB,True,False,post_translational,P02766,P08138
IL4,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,15,True,12,,,,protein,protein,False,True,14,6,21,ligand,receptor,False,False,False,True,False,True,Baccin2019:79183788266078;CellTalkDB:7918378;HPRD:8266078;InnateDB:8266078;LRdb:7918378;LRdb:827;Lit-BM-17:18243101;Lit-BM-17:8266078;NetPath:8266078;SIGNOR:11418623;connectomeDB2020:7918378;connectomeDB2020:8266078,11418623;18243101;7918378;79183788266078;8266078;827,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05112,P31785
IL2,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,15,True,51,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=760,protein,protein,True,True,15,39,25,ligand,receptor,False,False,False,True,False,True,Baccin2019:10662798;Baccin2019:15265897;Baccin2019:8049354;CellTalkDB:15265897;DIP:8006584;HPRD:10662798;HPRD:8049354;InnateDB:11418623;InnateDB:7681595;InnateDB:8568232;LRdb:10662798;LRdb:15265897;LRdb:8049354;NetPath:8049354;NetPath:8260650;SIGNOR:16477002;SignaLink3:10807786;SignaLink3:10820393;SignaLink3:10849428;SignaLink3:11418623;SignaLink3:12095053;SignaLink3:15289500;SignaLink3:15563472;SignaLink3:16212621;SignaLink3:16799562;SignaLink3:17371980;SignaLink3:1825141;SignaLink3:18758473;SignaLink3:19528259;SignaLink3:19833085;SignaLink3:20856220;SignaLink3:21840487;SignaLink3:22224781;SignaLink3:23124025;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:23650441;SignaLink3:24829413;SignaLink3:26192618;SignaLink3:26755705;SignaLink3:2965306;SignaLink3:6164929;SignaLink3:7512720;SignaLink3:7521688;SignaLink3:7681595;SignaLink3:7829965;SignaLink3:8683106;SignaLink3:9625766;connectomeDB2020:10662798;connectomeDB2020:15265897;connectomeDB2020:8049354,10662798;10807786;10820393;10849428;11418623;12095053;15265897;15289500;15563472;16212621;16477002;16799562;17371980;1825141;18758473;19528259;19833085;20856220;21840487;22224781;23124025;23180781;23331499;23650441;24829413;26192618;26755705;2965306;6164929;7512720;7521688;7681595;7829965;8006584;8049354;8260650;8568232;8683106;9625766,generic,generic,True,False,ACSN_SignaLink3;Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;InnateDB_SignaLink3;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P60568,P31785
IL13,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,15,False,4,,,,protein,protein,False,False,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:8920992;Ramilowski2015:8920992;connectomeDB2020:8920992;talklr:8920992,8920992,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,P35225,P31785
IL15,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,17,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4304,protein,protein,False,True,14,11,21,ligand,receptor,False,False,False,True,False,True,Baccin2019:1526589;Baccin2019:78568232;CellTalkDB:15265897;DIP:10903799;DIP:8178155;DIP:9371812;Guide2Pharma:19710453;HPRD:8568232;LRdb:15265897;LRdb:86;Lit-BM-17:10903799;Lit-BM-17:8178155;Lit-BM-17:9371812;NetPath:8026467;SIGNOR:11418623;connectomeDB2020:15265897;connectomeDB2020:8568232,10903799;11418623;1526589;15265897;19710453;78568232;8026467;8178155;8568232;86;9371812,generic,generic,True,False,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P40933,P31785
IL7,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,15,True,21,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4303,protein,protein,False,True,15,8,22,ligand,receptor,False,False,False,True,False,True,Baccin2019:11858939;Baccin2019:7522165;Baccin2019:9010926;CellTalkDB:11858939;DIP:8128231;DIP:9371812;HPMR:7522165;HPMR:8128231;HPRD:11858939;HPRD:9010926;InnateDB:8266077;LRdb:11858939;LRdb:7522165;LRdb:9010926;Lit-BM-17:8128231;Lit-BM-17:9371812;SIGNOR:11418623;SIGNOR:20089933;connectomeDB2020:11858939;connectomeDB2020:7522165;connectomeDB2020:9010926,11418623;11858939;20089933;7522165;8128231;8266077;9010926;9371812,generic,generic,True,False,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P13232,P31785
IL1RN,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,11,15,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Guide2Pharma,True,False,post_translational,P18510,P31785
ICAM1,IL2RG,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,15,False,3,,,,protein,protein,False,False,6,1,9,ligand,receptor,False,False,True,True,False,True,CellTalkDB:1976256;HPRD:1976256;LRdb:1976256,1976256,generic,generic,False,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,True,False,post_translational,P05362,P31785
IL4,IL13RA1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,16,True,9,,,,protein,protein,False,True,13,4,18,ligand,receptor,False,False,False,True,False,True,CellTalkDB:18480254;IntAct:18243101;LRdb:10641437;LRdb:18480254;Lit-BM-17:18243101;Ramilowski2015:10641437;SIGNOR:12704343;connectomeDB2020:10641437;talklr:10641437,10641437;12704343;18243101;18480254,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05112,P78552
